anime_id,name,genre,type,episodes,rating,members
20431,hoozuki no reitetsu,"comedy, fantasy, supernatural",tv,13,7.84,47619
15487,kuroko no basket ngshuu,"comedy, school, shounen, sports",special,9,7.84,32215
1462,memories,"drama, horror, psychological, sci-fi",movie,3,7.84,38643
13667,naruto shippuuden movie 6  road to ninja,"action, adventure, martial arts, shounen, super power",movie,1,7.84,87369
28927,owari no seraph nagoya kessenhen,"action, drama, shounen, supernatural, vampire",tv,12,7.84,190058
398,seikai no senki iii,"action, military, romance, sci-fi, space",ova,2,7.84,11044
20847,seitokai yakuindomo,"comedy, school, shounen, slice of life",tv,13,7.84,98544
2451,space cobra,"action, adventure, sci-fi, space",tv,31,7.84,6919
8937,toaru majutsu no index ii,"action, magic, sci-fi, super power",tv,24,7.84,184520
12883,tsuritama,"comedy, sci-fi, slice of life, sports",tv,12,7.84,90625
30413,yowamushi pedal movie,"comedy, drama, shounen, sports",movie,1,7.84,8838
30902,yuru yuri nachuyachumi,"comedy, shoujo ai, slice of life",special,2,7.84,19586
6347,baka to test to shoukanjuu,"comedy, romance, school, super power",tv,13,7.83,301282
3841,chis sweet home,"comedy, slice of life",tv,104,7.83,36307
8086,densetsu no yuusha no densetsu,"action, adventure, fantasy, magic, shounen",tv,24,7.83,130689
9982,fairy tail ova,"comedy, ecchi, fantasy, magic, shounen",ova,5,7.83,83421
1888,ichigo mashimaro ova,"comedy, school, slice of life",ova,3,7.83,15085
33082,kingsglaive final fantasy xv,action,movie,1,7.83,15508
1096,mobile police patlabor 2 the movie,"drama, mecha, mystery, police, sci-fi",movie,1,7.83,11957
14407,persona 3 the movie 1 spring of birth,"action, fantasy, seinen, supernatural",movie,1,7.83,45568
1719,rozen maiden ouvertre,"action, comedy, drama, magic, seinen",special,2,7.83,44388
290,seikai no monshou,"action, military, romance, sci-fi, space",tv,13,7.83,26379
154,shaman king,"action, adventure, comedy, drama, shounen, supernatural",tv,64,7.83,169517
11757,sword art online,"action, adventure, fantasy, game, romance",tv,25,7.83,893100
5074,tetsuwan birdy decode02,"action, comedy, sci-fi",tv,12,7.83,29622
31733,bishoujo senshi sailor moon crystal season iii,"demons, magic, romance, shoujo",tv,13,7.83,16530
1690,bokurano,"drama, mecha, psychological, sci-fi",tv,24,7.82,81408
4177,bounen no xamdou,"action, military, sci-fi",ona,26,7.82,79026
10092,break blade 6 doukoku no toride,"action, mecha, military, shounen",movie,1,7.82,39077
9785,detective conan conan vs kid  shark and jewel,"adventure, comedy, kids, mystery, police, shounen",movie,1,7.82,2688
985,dragon ball z special 2 zetsubou e no hankou nokosareta chousenshi  gohan to trunks,"adventure, drama, fantasy, shounen",special,1,7.82,43673
18055,hakkenden touhou hakken ibun 2nd season,"action, fantasy, shoujo, supernatural",tv,13,7.82,33466
6984,hidamari sketch x 365 specials,"comedy, school, slice of life",special,3,7.82,10720
27991,k return of kings,"action, super power, supernatural",tv,13,7.82,114904
21659,kill la kill special,"action, comedy, school, super power",special,1,7.82,83795
3545,kochira katsushikaku kameari kouenmae hashutsujo tv,"comedy, police, slice of life",tv,373,7.82,4734
474,macross plus,"drama, mecha, military, romance, sci-fi, space",ova,4,7.82,23138
1211,macross plus movie edition,"action, adventure, mecha, military, romance, sci-fi, space",movie,1,7.82,8405
9510,mitsudomoe zouryouchuu,"comedy, school, slice of life",tv,8,7.82,26468
5751,prince of tennis another story  messages from past and future,"comedy, school, shounen, sports",ova,4,7.82,9487
3515,saint seiya meiou hades elysionhen,"action, fantasy, shounen, super power",ova,6,7.82,19044
13663,to loveru darkness,"comedy, ecchi, harem, romance, school, sci-fi, shounen",tv,12,7.82,135929
13851,to loveru darkness ova,"comedy, ecchi, harem, romance, school, sci-fi, shounen",ova,6,7.82,57166
6956,working,"comedy, slice of life",tv,13,7.82,189367
9441,yumeiro ptissire sp professional,"shoujo, slice of life",tv,13,7.82,20397
233,daa daa daa,"comedy, sci-fi, shoujo",tv,78,7.81,12673
2397,digimon adventure bokura no war game,"adventure, comedy, kids, sci-fi",movie,1,7.81,37078
345,eikoku koi monogatari emma,"drama, historical, romance, seinen, slice of life",tv,12,7.81,23877
71,full metal panic,"action, comedy, mecha, military, sci-fi",tv,24,7.81,256325
10793,guilty crown,"action, drama, sci-fi, super power",tv,22,7.81,460959
9760,hoshi wo ou kodomo,"adventure, fantasy, romance",movie,1,7.81,76286
160,ima soko ni iru boku,"adventure, drama, fantasy, military, sci-fi",tv,13,7.81,56839
3713,jigoku shoujo mitsuganae,"mystery, psychological, supernatural",tv,26,7.81,58993
2593,kara no kyoukai 1 fukan fuukei,"action, mystery, supernatural, thriller",movie,1,7.81,178880
2454,kimagure orangeroad ano hi ni kaeritai,"comedy, drama, romance, shounen, slice of life",movie,1,7.81,4368
32380,kono subarashii sekai ni shukufuku wo ova,"comedy, fantasy",ova,1,7.81,46823
33263,kubikiri cycle aoiro savant to zaregototsukai,"action, drama, mystery, supernatural",ova,8,7.82,19317
13203,lupin the third mine fujiko to iu onna,"action, adventure, comedy, ecchi, samurai, seinen",tv,13,7.81,22796
2963,minamike,"comedy, school, slice of life",tv,13,7.81,105471
87,mobile suit gundam chars counterattack,"drama, mecha, military, sci-fi, space",movie,1,7.81,19258
20,naruto,"action, comedy, martial arts, shounen, super power",tv,220,7.81,683297
31953,new game,"comedy, slice of life",tv,12,7.81,91932
28069,shigatsu wa kimi no uso moments,"music, shounen",ova,1,7.81,41368
1002,top wo nerae 2 diebuster,"action, comedy, mecha, sci-fi, space",ova,6,7.81,38691
9471,baka to test to shoukanjuu matsuri,"comedy, school, super power",ova,2,7.8,67684
150,blood,"action, drama, horror, military, mystery, supernatural, vampire",tv,50,7.8,208321
60,chrno crusade,"action, demons, historical, romance, supernatural",tv,24,7.8,140865
19671,free frfr  short movie,"comedy, sports",special,7,7.8,35956
120,fruits basket,"comedy, drama, fantasy, romance, shoujo, slice of life",tv,26,7.8,242553
74,gakuen alice,"comedy, magic, school, shoujo",tv,26,7.8,52995
30364,haikyuu movie 2 shousha to haisha,"comedy, drama, school, shounen, sports",movie,1,7.81,10558
8426,hourou musuko,"drama, school, slice of life",tv,11,7.8,53426
33209,huyao xiao hongniang wangquan fugui,"comedy, romance, supernatural",ona,14,7.8,1119
2547,shoukoujo sara,"drama, historical, shoujo, slice of life",tv,46,7.8,7515
22101,soredemo sekai wa utsukushii,"adventure, fantasy, romance, shoujo",tv,12,7.8,99462
182,tenkuu no escaflowne,"adventure, fantasy, mecha, romance, shoujo",tv,26,7.8,83437
21867,the disappearance of conan edogawa the worst two days in history,"adventure, comedy, mystery, police, shounen",special,1,7.8,3735
28979,to loveru darkness 2nd,"comedy, ecchi, harem, romance, school, sci-fi, shounen",tv,12,7.8,73909
16011,tokyo ravens,"comedy, school, shounen, super power, supernatural",tv,24,7.8,171384
22819,aikatsu movie,"music, school, shoujo, slice of life",movie,1,7.79,2813
9062,angel beats specials,"action, comedy, school, supernatural",special,2,7.79,139013
477,aria the animation,"fantasy, sci-fi, shounen, slice of life",tv,13,7.79,76913
6772,break blade 1 kakusei no toki,"action, fantasy, mecha, military, shounen",movie,1,7.79,58184
2450,crayon shinchan movie 09 arashi wo yobu mouretsu otona teikoku no gyakushuu,"comedy, ecchi, kids, school, shounen, slice of life",movie,1,7.79,2688
5177,denpateki na kanojo,"mystery, school, thriller",ova,2,7.79,85409
2229,dragon quest dai no daibouken,"adventure, comedy, demons, fantasy, magic, martial arts, shounen",tv,46,7.79,8999
6927,higashi no eden soushuuhen air communication,"comedy, mystery, romance",movie,1,7.79,20059
4811,ichigo mashimaro encore,"comedy, slice of life",ova,2,7.79,12790
13403,inu x boku ss special,"comedy, shounen, supernatural",special,1,7.79,46803
228,jigoku shoujo,"horror, mystery, psychological, supernatural",tv,26,7.79,172415
30952,new initial d movie legend 3  mugen,"cars, seinen, sports",movie,1,7.79,3479
24135,nobunaga concerto,"historical, romance, shounen",tv,10,7.79,25167
8795,panty and stocking with garterbelt,"action, comedy, ecchi, parody, supernatural",tv,13,7.79,157642
12021,poyopoyo kansatsu nikki,"comedy, seinen, slice of life",tv,52,7.79,13832
17249,pretty rhythm rainbow live,"music, shoujo, slice of life, sports",tv,51,7.79,4838
1011,ranma  super,"adventure, comedy, martial arts, romance, shounen, supernatural",ova,3,7.79,9936
18119,servant x service,"comedy, slice of life",tv,13,7.79,81037
2787,shakugan no shana ii second,"action, drama, fantasy, romance, school, supernatural",tv,24,7.79,184525
6046,tales of vesperia the first strike,"action, adventure, fantasy, magic, military",movie,1,7.79,30524
9000,toaru hikuushi e no tsuioku,"adventure, military, romance",movie,1,7.79,28857
10717,towa no quon 6 towa no quon,"action, super power, supernatural",movie,1,7.79,18624
31580,ajin,"action, horror, mystery, seinen, supernatural",tv,13,7.78,160972
31483,akagami no shirayukihime nandemonai takaramono kono page,"drama, fantasy, romance, shoujo",ova,1,7.77,20749
531,bishoujo senshi sailor moon r the movie,"drama, magic, romance, shoujo",movie,1,7.78,33682
4596,code geass hangyaku no lelouch special edition black rebellion,"action, mecha, military, school, super power",ova,1,7.78,23285
1015,full metal panic the second raid wari to hima na sentaichou no ichinichi,comedy,special,1,7.78,51688
4725,garei zero,"action, super power, supernatural, thriller",tv,12,7.78,145102
6637,higashi no eden movie ii paradise lost,"action, comedy, drama, mystery, romance, thriller",movie,1,7.78,87062
255,jungle wa itsumo hare nochi guu final,"comedy, slice of life",ova,7,7.78,7576
10790,kore wa zombie desu ka of the dead,"action, comedy, ecchi, harem, magic, supernatural",tv,10,7.78,180032
23385,kyoukai no kanata shinonome,"fantasy, slice of life, supernatural",special,1,7.78,42344
1418,lupin iii episode 0 first contact,"action, adventure, comedy, mystery, shounen",special,1,7.78,4499
14511,minamike tadaima,"comedy, school, slice of life",tv,13,7.78,31394
10389,momo e no tegami,"drama, supernatural",movie,1,7.78,30519
7592,nurarihyon no mago,"action, demons, shounen, supernatural",tv,24,7.78,122976
31289,one piece episode of sabo  3 kyoudai no kizuna kiseki no saikai to uketsugareru ishi,"action, adventure, comedy, drama, fantasy, shounen, super power",special,1,7.78,11922
32729,orange,"drama, romance, school, sci-fi, shoujo",tv,13,7.78,165358
2112,over drive,"shounen, sports",tv,26,7.78,28007
208,rod ova,"action, adventure, historical, magic, mystery, sci-fi",ova,3,7.78,41701
30296,rakudai kishi no cavalry,"action, ecchi, fantasy, romance, school",tv,12,7.78,188685
1008,ranma  specials,"comedy, drama, romance, shounen",ova,2,7.78,11084
65,rozen maiden trumend,"action, comedy, drama, magic, seinen",tv,12,7.78,72645
2499,slam dunk hoero basketmandamashii hanamichi to rukawa no atsuki natsu,"comedy, drama, school, shounen, slice of life, sports",movie,1,7.78,7856
3470,special a,"comedy, romance, school, shoujo",tv,24,7.78,173603
540,tenchi muyou ryououki 2nd season,"action, comedy, harem, sci-fi, shounen, space",ova,6,7.78,15837
26,texhnolyze,"action, drama, psychological, sci-fi",tv,22,7.78,95859
1293,urusei yatsura,"action, adventure, comedy, drama, romance, sci-fi",tv,195,7.78,23020
856,utawarerumono,"action, drama, fantasy, sci-fi",tv,26,7.78,91034
9201,air gear kuro no hane to nemuri no mori  break on the sky,"action, comedy, ecchi, shounen, sports",ova,3,7.77,40176
2214,black jack 21,"action, drama",tv,17,7.77,6063
32108,digimon adventure tri 2 ketsui,"action, adventure, comedy, drama",movie,1,7.77,30684
123,fushigi yuugi,"adventure, comedy, drama, fantasy, historical, magic, martial arts, romance, shoujo",tv,52,7.77,61622
488,ichigo mashimaro,"comedy, slice of life",tv,12,7.77,46333
3603,jojo no kimyou na bouken phantom blood,"action, adventure, horror, shounen, vampire",movie,1,7.77,8534
32268,koyomimonogatari,"comedy, mystery, supernatural",ona,12,7.77,45632
7270,mobile suit gundam 00 special edition,"action, drama, mecha, military, sci-fi",ova,3,7.77,7087
1376,ojamajo doremi naisho,"comedy, fantasy, magic, shoujo",ova,13,7.77,3620
464,one piece movie 6 omatsuri danshaku to himitsu no shima,"adventure, comedy, fantasy, shounen",movie,1,7.77,37792
9745,sengoku basara movie the last party,"action, historical, martial arts, samurai, super power",movie,1,7.77,18267
21843,shingeki no bahamut genesis,"action, adventure, demons, fantasy, magic, supernatural",tv,12,7.77,143701
539,tenchi muyou ryououki,"action, comedy, sci-fi, shounen, space",ova,6,7.77,25902
14227,tonari no kaibutsukun,"comedy, romance, school, shoujo, slice of life",tv,13,7.77,349836
11319,zero no tsukaima f,"adventure, ecchi, fantasy, magic, romance",tv,12,7.77,174026
24151,ao haru ride ova,"romance, school, shoujo, slice of life",ova,2,7.76,46864
997,bishoujo senshi sailor moon s kaguya hime no koibito,"adventure, comedy, drama, fantasy, magic, romance, shoujo",movie,1,7.76,29394
24913,bokura wa minna kawaisou hajimete no,"comedy, romance, school, slice of life",special,1,7.76,20622
31478,bungou stray dogs,"action, comedy, mystery, seinen, supernatural",tv,12,7.76,187805
28479,detective conan movie 19 the hellfire sunflowers,"action, mystery, police, shounen",movie,1,7.77,8600
2471,doraemon 1979,"adventure, comedy, fantasy, kids, sci-fi, shounen",tv,1787,7.76,14233
240,genshiken,"comedy, parody, slice of life",tv,12,7.76,104258
1301,ginga tetsudou 999 movie,"adventure, drama, fantasy, sci-fi, space",movie,1,7.76,7237
18619,girls und panzer kore ga hontou no anziosen desu,"military, school",ova,1,7.76,16143
9065,hakuouki hekketsuroku,"action, drama, historical, josei, samurai, supernatural",tv,10,7.76,49771
5060,hetalia axis powers,"comedy, historical, parody",ona,52,7.76,144898
3731,itazura na kiss,"comedy, romance, shoujo",tv,25,7.76,136279
1412,lupin iii,"action, adventure, comedy, shounen",tv,23,7.76,34373
20785,mahouka koukou no rettousei,"magic, romance, school, sci-fi, supernatural",tv,26,7.76,285317
2985,majin tantei nougami neuro,"comedy, demons, mystery, shounen, supernatural",tv,25,7.76,42730
1483,master keaton,"adventure, mystery",tv,24,7.76,9610
10161,no6,"action, sci-fi",tv,11,7.76,168017
462,one piece movie 4 dead end no bouken,"action, adventure, comedy, fantasy, shounen, super power",movie,1,7.76,39946
5507,senjou no valkyria,"action, military, romance",tv,26,7.76,77591
6444,tegamibachi,"adventure, fantasy, shounen, supernatural",tv,25,7.76,70987
10715,towa no quon 4 guren no shoushin,"action, super power, supernatural",movie,1,7.76,18545
95,turn a gundam,"action, adventure, drama, mecha, military, sci-fi, space",tv,50,7.76,20056
8247,bleach movie 4 jigokuhen,"action, comedy, shounen, super power, supernatural",movie,1,7.75,94074
20031,dfrag,"comedy, game, school, seinen",tv,12,7.75,154548
7471,detective conan movie 09 promo special,"adventure, comedy, mystery, police, shounen",special,1,7.75,4172
986,dragon ball z special 1 tatta hitori no saishuu kessen,"adventure, comedy, fantasy, sci-fi, shounen",special,1,7.75,46276
28669,go princess precure,"action, comedy, fantasy, magic, school, shoujo, slice of life",tv,50,7.74,5098
2026,hayate no gotoku,"action, comedy, harem, parody, romance",tv,52,7.75,130085
450,inuyasha kagami no naka no mugenjo,"adventure, demons, drama, fantasy, historical, romance, shounen, supernatural",movie,1,7.75,54854
32491,kanojo to kanojo no neko everything flows,"psychological, romance, slice of life",tv,4,7.75,38765
6624,kara no kyoukai remix gate of seventh heaven,"action, mystery, romance, super power, thriller",movie,1,7.75,24735
3466,kino no tabi the beautiful world  tou no kuni,"adventure, fantasy, psychological",special,1,7.75,19211
15439,kono danshi ningyo hiroimashita,"fantasy, shounen ai",ova,1,7.75,14775
19669,kuroko no basket baka ja katenai no yo,"comedy, school, shounen, sports",ova,1,7.75,26785
25015,kyoukai no kanata movie ill be here  kakohen,"action, fantasy, supernatural",movie,1,7.75,42304
331,mahoujin guru guru,"adventure, comedy, fantasy, magic, shounen",tv,45,7.75,3725
33338,one piece heart of gold,"action, adventure, comedy, drama, fantasy, shounen",special,1,7.75,17443
23777,shingeki no kyojin movie 2 jiyuu no tsubasa,"action, drama, fantasy, shounen, super power",movie,1,7.75,26958
10278,the idolmster,"comedy, drama, music",tv,25,7.75,81155
2557,trapp ikka monogatari,"drama, historical, music, romance",tv,40,7.75,2839
1830,utawarerumono specials,"action, comedy, drama, fantasy",special,6,7.75,11149
24405,world trigger,"action, school, sci-fi, shounen, supernatural",tv,73,7.75,106872
4416,yuushaou gaogaigar final grand glorious gathering,"action, mecha, sci-fi, super power",tv,12,7.75,1780
740,bishoujo senshi sailor moon r,"demons, magic, romance, shoujo",tv,43,7.74,73305
2213,black jack tv,drama,tv,61,7.74,15552
371,cardcaptor sakura movie 1,"comedy, drama, fantasy, magic, shoujo",movie,1,7.74,56327
7303,detective conan black history,"adventure, comedy, mystery, police, shounen",special,1,7.74,3603
430,fullmetal alchemist the conqueror of shamballa,"comedy, drama, fantasy, historical, military, shounen",movie,1,7.74,186465
1813,genshiken ova,"comedy, parody, slice of life",ova,3,7.74,35493
16528,hal,"romance, sci-fi, shoujo",movie,1,7.74,50812
9288,heartcatch precure movie hana no miyako de fashion show desu ka,"fantasy, kids, magic, shoujo",movie,1,7.74,3309
6372,higashi no eden movie i the king of eden,"comedy, drama, mystery, romance, slice of life, thriller",movie,1,7.74,101734
17,hungry heart wild striker,"comedy, shounen, slice of life, sports",tv,52,7.74,13469
3931,initial d battle stage 2,"action, cars, drama, seinen, sports",ova,1,7.74,11015
24439,kekkai sensen,"action, fantasy, shounen, super power, supernatural, vampire",tv,12,7.74,220573
23441,love stage ova,"comedy, romance, shounen ai",ova,1,7.74,23631
1915,mahou shoujo lyrical nanoha strikers,"action, comedy, drama, magic, super power",tv,26,7.74,35442
323,mousou dairinin,"drama, mystery, police, psychological, supernatural, thriller",tv,13,7.74,137687
2313,muumindani no suisei,"adventure, comedy, fantasy, kids",movie,1,7.74,4344
584,noein mou hitori no kimi e,"adventure, drama, sci-fi, slice of life",tv,24,7.74,56244
24543,persona 3 the movie 3 falling down,"action, fantasy, seinen, supernatural",movie,1,7.74,19928
6634,sengoku basara two,"action, historical, martial arts, samurai, super power",tv,12,7.74,42798
355,shakugan no shana,"action, drama, fantasy, romance, school, supernatural",tv,24,7.74,297058
30549,soukyuu no fafner dead aggressor  exodus 2nd season,"action, drama, mecha, military, sci-fi",tv,13,7.74,6787
1279,taiyou no ko esteban,"adventure, historical, sci-fi",tv,39,7.74,5424
10033,toriko,"action, adventure, comedy, fantasy, shounen",tv,147,7.74,54790
11531,ungo ingaron,"mystery, supernatural",movie,1,7.74,23340
966,crayon shinchan,"comedy, ecchi, kids, school, shounen, slice of life",tv,2,7.73,26267
25341,diamond no ace ova,"comedy, school, shounen, sports",ova,3,7.72,7376
10534,doraemon movie 31 shin nobita to tetsujin heidan  habatake tenshitachi,"adventure, comedy, fantasy, kids, shounen",movie,1,7.73,1317
32979,flip flappers,"comedy, sci-fi",tv,13,7.73,40945
132,getbackers,"action, comedy, drama, mystery, shounen, super power, supernatural",tv,49,7.73,73536
14467,k,"action, super power, supernatural",tv,13,7.73,297051
8532,katekyo hitman reborn special,"comedy, shounen",ona,1,7.73,19991
1606,kekkaishi,"adventure, comedy, fantasy, shounen",tv,52,7.73,61884
9136,kuroshitsuji ii specials,"comedy, fantasy, parody, shounen, supernatural",special,6,7.73,60899
2227,lady lady,"drama, historical",tv,21,7.73,2681
7627,mitsudomoe,"comedy, school, slice of life",tv,13,7.73,56483
32485,prison school ova,"comedy, ecchi, romance, school, seinen",ova,1,7.73,30887
6773,shakugan no shana iii final,"action, drama, fantasy, romance, supernatural",tv,24,7.73,133010
1650,uchuu senkan yamato,"action, adventure, drama, military, sci-fi, space",tv,26,7.73,10688
2558,wakakusa monogatari nan to josensei,"drama, historical, school, slice of life",tv,40,7.73,2577
1840,zero no tsukaima futatsuki no kishi,"action, adventure, comedy, ecchi, fantasy, harem, magic, romance, school",tv,12,7.73,235684
33513,ansatsu kyoushitsu 365nichi no jikan,"action, comedy, school, shounen",movie,1,7.72,14896
2724,daicon opening animations,"action, adventure, mecha, music, sci-fi",special,2,7.72,7174
905,dragon ball z movie 12 fukkatsu no fusion gokuu to vegeta,"adventure, comedy, fantasy, sci-fi, shounen",movie,1,7.72,56994
32915,durararax2 ketsu dufufufu,"action, mystery, supernatural",special,1,7.72,13126
1395,future gpx cyber formula sin,"drama, sci-fi, shounen, sports",ova,5,7.72,1070
10471,ie naki ko remi specials,"adventure, drama",special,3,7.72,781
5231,inazuma eleven,"shounen, sports, super power",tv,127,7.72,42677
5204,kara no kyoukai 6 boukyaku rokuon,"action, magic, mystery, romance, supernatural, thriller",movie,1,7.72,93803
12487,kyoukaisenjou no horizon ii,"action, fantasy, sci-fi",tv,13,7.72,46781
324,mobile police patlabor on television,"comedy, mecha, police, sci-fi",tv,47,7.72,16130
709,mujin wakusei survive,"action, adventure, fantasy, sci-fi, slice of life",tv,52,7.72,11684
21755,new prince of tennis ova vs genius10,"action, comedy, shounen, sports",ova,10,7.72,6238
32668,noblesse awakening,"action, school, supernatural, vampire",ona,1,7.72,28864
1034,ouritsu uchuugun honneamise no tsubasa,"action, drama, military, sci-fi, space",movie,1,7.72,18469
33157,tanakakun wa itsumo kedaruge specials,"comedy, school, slice of life",special,2,7.72,5400
23701,toradora ova,"comedy, romance, school, slice of life",ova,1,7.72,25154
10716,towa no quon 5 souzetsu no raifuku,"action, super power, supernatural",movie,1,7.72,18060
1924,urusei yatsura movie 5 final,"action, adventure, comedy, drama, romance, sci-fi",movie,1,7.72,2783
33350,zhen hun jie,"action, supernatural",ona,24,7.72,2480
3090,aa megamisama tatakau tsubasa,"comedy, magic, romance, seinen, supernatural",special,2,7.71,18465
7647,arakawa under the bridge,"comedy, romance, seinen",tv,13,7.71,162622
530,bishoujo senshi sailor moon,"demons, magic, romance, shoujo",tv,46,7.71,146521
3785,evangelion 30 you can not redo,"action, mecha, sci-fi",movie,1,7.71,135318
7902,fullmetal alchemist brotherhood  4koma theater,"comedy, fantasy, military, parody",special,16,7.71,31262
1281,gakkou no kaidan,"horror, mystery, supernatural",tv,19,7.71,42033
24765,gakkougurashi,"horror, mystery, psychological, school, slice of life",tv,12,7.71,140094
129,gensoumaden saiyuuki,"adventure, comedy, drama, shounen, supernatural",tv,50,7.71,31179
7661,giant killing,"drama, seinen, sports",tv,26,7.71,36947
31997,hetalia the world twinkle extra disc,"comedy, historical, parody",ova,1,7.71,2152
24703,high school dxd born,"action, comedy, demons, ecchi, harem, romance, school",tv,12,7.71,192171
10999,inazuma eleven go kyuukyoku no kizuna gryphon,"sci-fi, shounen, sports",movie,1,7.71,4535
6116,mainichi kaasan,"comedy, slice of life",tv,142,7.71,1707
16762,mirai nikki redial,"action, psychological, shounen, supernatural",ova,1,7.71,135604
18849,natsume yuujinchou nyankosensei to hajimete no otsukai,"drama, fantasy, shoujo, slice of life, supernatural",special,1,7.71,14703
10500,ojiisan no lamp,"drama, historical",movie,1,7.71,11745
14123,pokemon black and white 2 introduction movie,"action, fantasy, kids",ona,1,7.71,8554
10573,prince of tennis another story ii  ano toki no bokura,"shounen, sports",ova,4,7.71,6005
8675,seitokai yakuindomo,"comedy, school, shounen, slice of life",tv,13,7.71,217617
1557,shounen onmyouji,"action, demons, fantasy, historical, magic, shoujo, supernatural",tv,26,7.71,33321
14289,sukitte ii na yo,"romance, school, shoujo",tv,13,7.71,233410
11743,toaru majutsu no index endymion no kiseki,"action, magic, sci-fi, super power",movie,1,7.71,54873
30458,tokyo ghoul jack,"action, drama, horror, school, seinen, supernatural",ova,1,7.71,70635
29854,ushio to tora tv,"action, adventure, comedy, demons, shounen, supernatural",tv,26,7.71,90931
11433,ano natsu de matteru,"comedy, drama, romance, sci-fi, slice of life",tv,12,7.7,169718
31821,arslan senki tv fuujin ranbu,"action, adventure, drama, fantasy, historical, shounen, supernatural",tv,8,7.7,53577
14967,boku wa tomodachi ga sukunai next,"comedy, harem, romance, school, seinen, slice of life",tv,12,7.7,214319
12049,fairy tail movie 1 houou no miko,"action, adventure, comedy, fantasy, magic, shounen",movie,1,7.7,77560
6152,final fantasy vii advent children  venice film festival footage,"action, drama, fantasy, sci-fi",movie,1,7.7,6498
1393,future gpx cyber formula zero,"drama, sci-fi, shounen, sports",ova,8,7.7,1113
19191,ghost in the shell arise  border2 ghost whispers,"mecha, police, psychological, sci-fi",movie,1,7.7,24880
11617,high school dxd,"comedy, demons, ecchi, harem, romance, school",tv,12,7.7,398660
10935,hourou musuko specials,"drama, school",special,2,7.7,4714
914,ike inachuu takkyuubu,"comedy, ecchi, school, sports",tv,26,7.7,7988
24781,imawa no kuni no alice ova,"action, psychological, shounen, supernatural, thriller",ova,3,7.7,18351
21327,isshuukan friends,"comedy, school, shounen, slice of life",tv,12,7.7,139601
10568,kamisama no memochou,mystery,tv,12,7.7,130502
1087,kimagure orangeroad,"comedy, drama, romance, school, shounen, slice of life, super power",tv,48,7.7,16012
33605,ling qi,"action, comedy, magic, supernatural",ona,20,7.69,2673
15051,love live school idol project,"music, school, slice of life",tv,13,7.7,155281
11933,oda nobuna no yabou,"comedy, historical, romance",tv,12,7.7,133216
23301,pokemon xy mega evolution,"action, adventure, comedy, fantasy, kids",special,4,7.7,10227
5493,ranma  akumu shunmin kou,"action, comedy, martial arts, shounen, supernatural",ova,1,7.7,7064
23775,shingeki no kyojin movie 1 guren no yumiya,"action, drama, fantasy, shounen, super power",movie,1,7.7,31990
9751,strike witches movie,"action, ecchi, magic, military, sci-fi",movie,1,7.7,23856
969,tsubasa chronicle 2nd season,"action, adventure, drama, fantasy, mystery, romance, shounen, supernatural",tv,26,7.7,79166
32681,uchuu patrol luluco,"action, adventure, comedy, space",tv,13,7.7,50236
2202,waga seishun no arcadia,"action, adventure, drama, sci-fi, space",movie,1,7.7,4415
7762,yondemasu yo azazelsan,"comedy, demons, supernatural",ova,4,7.7,18400
10495,yuru yuri,"comedy, school, shoujo ai, slice of life",tv,12,7.7,148140
880,aa megamisama sorezore no tsubasa,"comedy, magic, romance, seinen, supernatural",tv,22,7.69,42026
15061,aikatsu,"music, school, shoujo, slice of life",tv,178,7.69,16990
857,air gear,"action, comedy, ecchi, shounen, sports",tv,25,7.69,194611
110,chuuka ichiban,"action, comedy, drama, shounen",tv,52,7.69,8586
23251,gugure kokkurisan,"comedy, shounen, supernatural",tv,12,7.69,87824
587,hanbun no tsuki ga noboru sora,"comedy, drama, romance",tv,6,7.69,65125
12725,initial d project d to the next stage  project d e mukete,"action, cars, drama, seinen, sports",special,1,7.69,3150
11013,inu x boku ss,"comedy, romance, shounen, supernatural",tv,12,7.69,216204
452,inuyasha toki wo koeru omoi,"adventure, comedy, demons, drama, fantasy, historical, romance, shounen, super power",movie,1,7.69,51354
1579,kiniro no corda primo passo,"comedy, drama, harem, magic, music, romance, school, shoujo",tv,25,7.69,63134
32869,kuroko no basket movie 1 winter cup soushuuhen  kage to hikari,"school, shounen, sports",movie,1,7.69,7573
6793,kuroshitsuji special,"comedy, demons, parody",special,1,7.69,53706
6172,layton kyouju to eien no utahime,mystery,movie,1,7.69,12867
21105,love stage,"comedy, romance, shounen ai",tv,10,7.69,83397
194,macross zero,"adventure, mecha, military, sci-fi, shounen",ova,5,7.69,23568
3001,moyashimon,"comedy, school, supernatural",tv,11,7.69,44465
8190,nodame cantabile ova 2,"comedy, josei, romance",ova,1,7.69,17226
23277,saenai heroine no sodatekata,"comedy, ecchi, harem, romance, school",tv,12,7.69,155795
2498,slam dunk shouhoku saidai no kiki moero sakuragi hanamichi,"comedy, drama, school, shounen, slice of life, sports",movie,1,7.69,7834
25729,tamayura sotsugyou shashin part 1  kizashi,"comedy, drama, slice of life",movie,1,7.69,4467
4654,toaru majutsu no index,"action, magic, sci-fi, super power",tv,24,7.69,313114
18139,tonari no sekikun,"comedy, school, seinen",tv,21,7.69,82568
16005,zettai karen children the unlimited  hyoubu kyousuke,"shounen, supernatural",tv,12,7.69,61919
